APP_Libelle_activite_etablissement,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Libelle_commune_2,Date_inspection,Synthese_eval_sanit,Agrement,geores,Adresse_2_UA_2,filtre,Numero_inspection,SIRET
Boulangerie-Pâtisserie,LE FOURNIL D'AUBERGENVILLE,LE PARC D ACOSTA,78410,Aubergenville,Aubergenville,2024-04-04T02:00:00+02:00,Satisfaisant,,"48.947316,1.841918",LE PARC D ACOSTA,Métiers de bouche,24-024234-1,88162659200011
Restaurants,G LA DALLE,690 CRS DE LA LIBERATION,33400,Talence,Talence,2024-06-07T02:00:00+02:00,Satisfaisant,,"44.795875,-0.603158",690 CRS DE LA LIBERATION,Restaurants,24-047471-1,88163305100019
Restaurants,GREEN SUR MESURE,33 MAIL PABLO PICASSO,44000,Nantes,Nantes,2023-08-11T02:00:00+02:00,Satisfaisant,,"47.214523,-1.53723",33 MAIL PABLO PICASSO,Restaurants,23-063675-1,88163492700019
Traiteur,LES AGAPES FESTIVES,1206 AV VERTES RIVES,84140,Avignon,Avignon,2024-01-08T01:00:00+01:00,Satisfaisant,,"43.937221,4.88716",1206 AV VERTES RIVES,Métiers de bouche,23-108238-1,88164309200011
Rayon boucherie-charcuterie,PFC LH NORD,RUE HENRI CAYEUX,76620,Le Havre,Le Havre,2024-07-10T02:00:00+02:00,Satisfaisant,,"49.516278,0.118999",RUE HENRI CAYEUX,Supermarchés/alimentation générale,24-064188-1,88164515400017
Restaurants,A L'ANGE GOURMAND,136 RUE DU MARECHAL FOCH,57200,Sarreguemines,Sarreguemines,2023-09-07T02:00:00+02:00,Très satisfaisant,,"49.118923,7.086183",136 RUE DU MARECHAL FOCH,Restaurants,23-093376-1,88165398400016
Restaurants,MADJOUR KARIMA,42 RUE CONCHETTE,63300,Thiers,Thiers,2024-07-02T02:00:00+02:00,Satisfaisant,,"45.856372,3.54723",42 RUE CONCHETTE,Restaurants,24-058908-1,88165621900030
Restaurants,ICONOGLACE,place de la bataille de Stalingrad,75019,Paris 19e  Arrondissement,Paris 19e  Arrondissement,2024-07-31T02:00:00+02:00,Très satisfaisant,,"48.883186,2.369677",place de la bataille de Stalingrad,Restaurants,24-073605-1,88167858500012
Boucherie-Charcuterie,LA CUISINE D'ISABELLE,25 RUE RENE BAZIN,14400,Saint-Vigor-le-Grand,Saint-Vigor-le-Grand,2024-05-23T02:00:00+02:00,A améliorer,,"49.296889,-0.675355",25 RUE RENE BAZIN,Métiers de bouche,24-052807-1,88168206600025
Restaurants,LA CASE DEPART,23 QUAI EUGENE MESLIN,14000,Caen,Caen,2024-03-26T01:00:00+01:00,Satisfaisant,,"49.175812,-0.356471",23 QUAI EUGENE MESLIN,Restaurants,24-054889-1,88168996200010
Restaurants,COMME GANGNAM,13 RUE LA FAYETTE,75009,Paris 9e  Arrondissement,Paris 9e  Arrondissement,2024-02-13T01:00:00+01:00,Satisfaisant,,"48.873894,2.335949",13 RUE LA FAYETTE,Restaurants,24-010274-1,88169016800029
Restaurants,ETS CURIER SASU,RUE ADOLPHE ROLLIN,97119,Vieux-Habitants,Vieux-Habitants,2024-02-07T01:00:00+01:00,A corriger de manière urgente,,"16.059929,-61.763578",RUE ADOLPHE ROLLIN,Restaurants,24-010448-1,88169432700019
Restaurants,LA BELLE HISTOIRE,2 RUE DU MAL. DE LATTRE DE TASSIGNY,85560,Longeville-sur-Mer,Longeville-sur-Mer,2023-09-12T02:00:00+02:00,Satisfaisant,,"46.424684,-1.490189",2 RUE DU MAL. DE LATTRE DE TASSIGNY,Restaurants,23-072132-1,88169691800013
Restaurants,GUR,1 RUE DE L EGALITE,59155,Faches-Thumesnil,Faches-Thumesnil,2023-12-12T01:00:00+01:00,Satisfaisant,,"50.585596,3.085467",1 RUE DE L EGALITE,Restaurants,23-103547-1,88169985400033
Restaurants,CHEZ SULLI,17 RUE JEAN JACQUES ROUSSEAU,55000,Bar-le-Duc,Bar-le-Duc,2023-11-02T01:00:00+01:00,Satisfaisant,,"48.772518,5.159085",17 RUE JEAN JACQUES ROUSSEAU,Restaurants,23-089590-1,88170108000023
Restaurants,DES BULLES SOUS LE PLAFOND,97 RUE DE GERLAND,69007,Lyon 7e  Arrondissement,Lyon 7e  Arrondissement,2023-08-22T02:00:00+02:00,Satisfaisant,,"45.736022,4.839743",97 RUE DE GERLAND,Restaurants,23-065484-1,88170418300014
Boulangerie-Pâtisserie,MOULIN DU RONDEAU,1 PL DU RONDEAU,73100,Aix-les-Bains,Aix-les-Bains,2024-01-11T01:00:00+01:00,A corriger de manière urgente,,"45.699149,5.904395",1 PL DU RONDEAU,Métiers de bouche,23-108752-1,88171059400014
Restaurants,6N,4 RUE JEAN CLAUDE VIVANT,69100,Villeurbanne,Villeurbanne,2023-11-02T01:00:00+01:00,Satisfaisant,,"45.770606,4.868106",4 RUE JEAN CLAUDE VIVANT,Restaurants,23-089517-1,88171702900014
Boulangerie-Pâtisserie,BOULANGERIE MOULU,RUE SAINT ANDRE,85190,Venansault,Venansault,2024-01-12T01:00:00+01:00,Satisfaisant,,"46.684051,-1.508643",RUE SAINT ANDRE,Métiers de bouche,23-109034-1,88172370400022
Restaurants,L'ECIR,59 BOULEVARD SAINT JACQUES,75014,Paris 14e  Arrondissement,Paris 14e  Arrondissement,2024-02-20T01:00:00+01:00,A améliorer,,"48.832833,2.336108",59 BOULEVARD SAINT JACQUES,Restaurants,24-011240-1,88172448800013
Chaîne d'abattage de volaille/lagomorphe/petit gibier,SCEA LA BOURGEOISE,20 RTE DE LA RUCHE,45260,Coudroy,Coudroy,2023-11-08T01:00:00+01:00,A améliorer,,"47.878998,2.467691",20 RTE DE LA RUCHE,,23-011043-1,88172742400015
Boulangerie-Pâtisserie,PAIN BASSIN,340 AV DENIS PAPIN,33260,La Teste-de-Buch,La Teste-de-Buch,2024-05-16T02:00:00+02:00,Satisfaisant,,"44.607512,-1.125646",340 AV DENIS PAPIN,Métiers de bouche,24-055686-1,88172972700019
Fromagerie,FROMAGERIE LUCAS,avenue de Chanzy,93320,Les Pavillons-sous-Bois,Les Pavillons-sous-Bois,2024-03-14T01:00:00+01:00,Très satisfaisant,,"48.910264,2.519288",avenue de Chanzy,Métiers de bouche,24-018269-1,88173049300015
Boucherie-Charcuterie,FROMAGERIE LUCAS,avenue de Chanzy,93320,Les Pavillons-sous-Bois,Les Pavillons-sous-Bois,2024-03-14T01:00:00+01:00,Très satisfaisant,,"48.910264,2.519288",avenue de Chanzy,Métiers de bouche,24-018271-1,88173049300015
Restaurants,GRILL ISTANBUL,81 RUE GEORGES CLEMENCEAU,56400,Auray,Auray,2023-11-14T01:00:00+01:00,Satisfaisant,,"47.669262,-2.987757",81 RUE GEORGES CLEMENCEAU,Restaurants,23-093218-1,88173068300011
Restaurants,LE MOULIN A CAFE,12 a RUE SAINT CENERY,72130,Moulins-le-Carbonnel,Moulins-le-Carbonnel,2024-04-16T02:00:00+02:00,Satisfaisant,,"48.373113,-0.027309",12 a RUE SAINT CENERY,Restaurants,24-027712-1,88173596300020
Boucherie-Charcuterie,BOUCHERIE MEVLANA,82 AV DU 8 MAI 1945,18100,Vierzon,Vierzon,2023-10-04T02:00:00+02:00,Satisfaisant,,"47.231024,2.080727",82 AV DU 8 MAI 1945,Métiers de bouche,23-079813-1,88173772000014
Restauration collective,TED CRECHES,257 RUE SAINT MARTIN,75003,Paris 3e  Arrondissement,Paris 3e  Arrondissement,2024-06-26T02:00:00+02:00,Satisfaisant,,"48.866462,2.35391",257 RUE SAINT MARTIN,Restauration collective,24-055094-1,88173853800043
Restauration collective,TED CRECHES,106 RUE DES MOINES,75017,Paris 17e  Arrondissement,Paris 17e  Arrondissement,2023-09-13T02:00:00+02:00,Très satisfaisant,,"48.892433,2.32265",106 RUE DES MOINES,Restauration collective,23-072491-1,88173853800076
Traiteur,HARMONIE ET SAVEURS,60 CHE DE HALAGE,93320,Les Pavillons-sous-Bois,Les Pavillons-sous-Bois,2023-08-31T02:00:00+02:00,Satisfaisant,,"48.917047,2.505392",60 CHE DE HALAGE,Métiers de bouche,23-068415-1,88176018500036
Restauration collective,HARMONIE ET SAVEURS,60 CHE DE HALAGE,93320,Les Pavillons-sous-Bois,Les Pavillons-sous-Bois,2024-01-11T01:00:00+01:00,Satisfaisant,,"48.917047,2.505392",60 CHE DE HALAGE,Restauration collective,24-004212-1,88176018500036
Entreposage de distribution de denrées alimentaires,HARMONIE ET SAVEURS,60 CHE DE HALAGE,93320,Les Pavillons-sous-Bois,Les Pavillons-sous-Bois,2024-01-11T01:00:00+01:00,Satisfaisant,,"48.917047,2.505392",60 CHE DE HALAGE,,24-004212-2,88176018500036
Restaurants,PEE AND BEE,9 RUE LAGRANGE,75005,Paris 5e  Arrondissement,Paris 5e  Arrondissement,2024-07-01T02:00:00+02:00,Satisfaisant,,"48.851504,2.347988",9 RUE LAGRANGE,Restaurants,24-061160-1,88176144900019
Restaurants,CAMPIONE,384 RUE DE VAUGIRARD,75015,Paris 15e  Arrondissement,Paris 15e  Arrondissement,2024-07-19T02:00:00+02:00,Très satisfaisant,,"48.833063,2.288469",384 RUE DE VAUGIRARD,Restaurants,24-067870-1,88176320500054
Libre service|Alimentation générale|Boucherie-Charcuterie,ANADOLU,9 RUE MAL DE LATTRE DE TASSIGNY,89100,Sens,Sens,2024-06-11T02:00:00+02:00,A améliorer,,"48.198392,3.304416",9 RUE MAL DE LATTRE DE TASSIGNY,Supermarchés/alimentation générale,24-046857-1,88177723900016
Restaurants,AU REST'O,3 RUE DU GEN LECLERC,22580,Plouha,Plouha,2023-08-30T02:00:00+02:00,Satisfaisant,,"48.676963,-2.927481",3 RUE DU GEN LECLERC,Restaurants,23-067863-1,88178437500019
Restaurants,KFC VAL DE FONTENAY,AV MARECHAL JOFFRE,94120,Fontenay-sous-Bois,Fontenay-sous-Bois,2023-08-16T02:00:00+02:00,Très satisfaisant,,"48.85339,2.475429",AV MARECHAL JOFFRE,Restaurants,23-064034-1,88179090100063
Restaurants,SUSHI KYO,53 AV PAUL VAILLANT COUTURIER,94800,Villejuif,Villejuif,2023-08-21T02:00:00+02:00,Satisfaisant,,"48.794553,2.360702",53 AV PAUL VAILLANT COUTURIER,Restaurants,23-064892-1,88179803700019
Transformation de produits de la pêche,SN L'ASSIETTE BLEUE,49 RUE JOSEPH CUGNOT,85700,Pouzauges,Pouzauges,2024-05-15T02:00:00+02:00,Très satisfaisant,85182007,"46.772032,-0.839376",49 RUE JOSEPH CUGNOT,,24-038757-1,88180980000017
Restaurants,HEIKO,CENTRE CCIAL RIVES ARCINS,33130,Bègles,Bègles,2024-08-02T02:00:00+02:00,Très satisfaisant,,"44.79449,-0.535481",CENTRE CCIAL RIVES ARCINS,Restaurants,24-076577-1,88181440400011
Boulangerie-Pâtisserie,LA TRADITION DE CACHAN,2 AV CARNOT,94230,Cachan,Cachan,2024-07-03T02:00:00+02:00,Satisfaisant,,"48.797089,2.330758",2 AV CARNOT,Métiers de bouche,24-059975-1,88181519500014
Restaurants,LE REGAL,PRES DE LA CLOCHE,69220,Belleville-en-Beaujolais,Belleville-en-Beaujolais,2024-03-12T01:00:00+01:00,Satisfaisant,,"46.101264,4.74838",PRES DE LA CLOCHE,Restaurants,24-018288-1,88181599700013
Centre d'emballage des oeufs,LA FERMETTE D EMELINE,LA POUILLE A AIGUEBELLE,73220,Val-d'Arc,Val-d'Arc,2024-06-03T02:00:00+02:00,Satisfaisant,73212001,"45.54215,6.307571",LA POUILLE A AIGUEBELLE,,24-042668-1,88183325500014
Poissonnerie,POISSONNERIE AL'HOCEIMA,"4, avenue Jean JAURES",94600,Choisy-le-Roi,Choisy-le-Roi,2023-09-21T02:00:00+02:00,Satisfaisant,,"48.765501,2.408502","4, avenue Jean JAURES",Métiers de bouche,23-079594-1,88183445100018
Boucherie-Charcuterie,MON PETIT BOUCHER,89 RUE LAMARCK,75018,Paris 18e  Arrondissement,Paris 18e  Arrondissement,2023-11-07T01:00:00+01:00,Très satisfaisant,,"48.890348,2.33534",89 RUE LAMARCK,Métiers de bouche,23-091330-1,88183769400010
Glacier,FERNAND,15 PL FERNAND LAFARGUE,33000,Bordeaux,Bordeaux,2024-07-25T02:00:00+02:00,Très satisfaisant,,"44.837175,-0.57207",15 PL FERNAND LAFARGUE,Métiers de bouche,24-070144-1,88184022700014
Restaurants,DOMINO'S PIZZA,42 RUE DE LORRAINE,78200,Mantes-la-Jolie,Mantes-la-Jolie,2024-04-08T02:00:00+02:00,Satisfaisant,,"48.988984,1.712082",42 RUE DE LORRAINE,Restaurants,24-024451-1,88184388200021
Autres activités de remise directe,LES P'TITS ANGES,129 RUE MICHEL BEGON,41000,Blois,Blois,2024-06-05T02:00:00+02:00,Satisfaisant,,"47.593729,1.310125",129 RUE MICHEL BEGON,,24-050372-1,88185844300016
Restaurants,LA PETITE KAZ,111 RUE GENERAL SARRAIL,76600,Le Havre,Le Havre,2024-02-22T01:00:00+01:00,Très satisfaisant,,"49.498353,0.11795",111 RUE GENERAL SARRAIL,Restaurants,24-043767-1,88186047200011
Restaurants,MINDELO,92 RUE BROCA,75013,Paris 13e  Arrondissement,Paris 13e  Arrondissement,2024-07-18T02:00:00+02:00,Satisfaisant,,"48.83578,2.34651",92 RUE BROCA,Restaurants,24-067304-1,88188699800023
Restaurants,NEW RAVIOLIS DE CHEZ MOI,25 RUE DE TREVISE,75009,Paris 9e  Arrondissement,Paris 9e  Arrondissement,2023-09-21T02:00:00+02:00,Satisfaisant,,"48.874229,2.34526",25 RUE DE TREVISE,Restaurants,23-077126-1,88188790500019
Restaurants,POKAWA TOULOUSE,54 B RUE D ALSACE LORRAINE,31000,Toulouse,Toulouse,2024-03-25T01:00:00+01:00,Très satisfaisant,,"43.607583,1.445795",54 B RUE D ALSACE LORRAINE,Restaurants,24-020790-1,88188974500033
Producteurs fermiers,LES ESCARGOTS D'ESTELLE,OCLE,71450,Blanzy,Blanzy,2023-11-07T01:00:00+01:00,Très satisfaisant,,"46.721724,4.385955",OCLE,Producteurs fermiers,23-095450-1,88189166700019
Restaurants,BIG EASY,3 AVENUE DU POURTOU,64990,Saint-Pierre-d'Irube,Saint-Pierre-d'Irube,2024-04-16T02:00:00+02:00,Satisfaisant,,"43.480168,-1.459878",3 AVENUE DU POURTOU,Restaurants,24-028847-1,88189960300016
Restaurants,231 EAST STREET,8 LE BOIS DES POTERIES,28000,Chartres,Chartres,2023-08-24T02:00:00+02:00,Satisfaisant,,"48.446733,1.542764",8 LE BOIS DES POTERIES,Restaurants,23-066726-1,88190319900027
Alimentation générale|Boulangerie-Pâtisserie,AUX DELICES DE VALLAURIS,52 AV GEORGES CLEMENCEAU,6220,Vallauris,Vallauris,2024-07-29T02:00:00+02:00,Satisfaisant,,"43.575427,7.056317",52 AV GEORGES CLEMENCEAU,Supermarchés/alimentation générale,24-072880-1,88190337100014
Restaurants,SUSHI TOMI,122 AV LEON BLUM,63000,Clermont-Ferrand,Clermont-Ferrand,2023-11-06T01:00:00+01:00,Satisfaisant,,"45.764392,3.097905",122 AV LEON BLUM,Restaurants,23-090142-1,88190377700012
Restaurants,AJM 824,17 RUE JEAN BAPTISTE COLBERT,14000,Caen,Caen,2024-04-09T02:00:00+02:00,Très satisfaisant,,"49.208676,-0.367009",17 RUE JEAN BAPTISTE COLBERT,Restaurants,24-043551-1,88192103500013
Restaurants,SNACK MARBRERIE,289 RUE PIERRE LEGRAND,59800,Lille,Lille,2023-11-21T01:00:00+01:00,Satisfaisant,,"50.630244,3.097952",289 RUE PIERRE LEGRAND,Restaurants,23-097611-1,88192416100014
Restaurants,BRASSERIE LE KARLY FLIGHT,RTE D AUTEUIL AUX LACS,75016,Paris 16e  Arrondissement,Paris 16e  Arrondissement,2024-06-25T02:00:00+02:00,A améliorer,,"48.850943,2.253251",RTE D AUTEUIL AUX LACS,Restaurants,24-058732-1,88192636400020
Restaurants,VERTICAL'ART LE MANS,30 BD D'ESTIENNE D'ORVES,72100,Le Mans,Le Mans,2024-03-21T01:00:00+01:00,Satisfaisant,,"47.985039,0.183699",30 BD D'ESTIENNE D'ORVES,Restaurants,24-020725-1,88192668700016
Restaurants,CHICK'N KREYOL,17 RUE DE LA FERME,60110,Esches,Esches,2024-07-02T02:00:00+02:00,A améliorer,,"48.961515,2.325973",17 RUE DE LA FERME,Restaurants,24-058374-1,88192676000011
Restaurants,CHICKEN SPOT,1 RUE JULIETTE DROUET,94260,Fresnes,Fresnes,2024-01-24T01:00:00+01:00,Satisfaisant,,"48.753036,2.327669",1 RUE JULIETTE DROUET,Restaurants,24-004328-1,88193229700016
Fromagerie,FORTEZA PRIMEURS,1 PL POTERNE,59300,Valenciennes,Valenciennes,2024-06-14T02:00:00+02:00,Satisfaisant,,"50.363173,3.529595",1 PL POTERNE,Métiers de bouche,24-053317-1,88196196500020
Restaurants,L'INSTANT M,1 RTE DE DANGU,60240,Courcelles-lès-Gisors,Courcelles-lès-Gisors,2024-02-29T01:00:00+01:00,Très satisfaisant,,"49.262918,1.741607",1 RTE DE DANGU,Restaurants,24-045648-1,88198645900017
Restaurants,FRESH STORE,5 AV DE L EUROPE,95120,Ermont,Ermont,2024-02-07T01:00:00+01:00,Satisfaisant,,"48.991495,2.247632",5 AV DE L EUROPE,Restaurants,24-008654-1,88199591400010
Restaurants,OPAL'COFFEE 2,59 RUE ADOLPHE THIERS,62200,Boulogne-sur-Mer,Boulogne-sur-Mer,2024-03-13T01:00:00+01:00,Satisfaisant,,"50.724346,1.604778",59 RUE ADOLPHE THIERS,Restaurants,24-020435-1,88200697600014
Restaurants,CROUSTI CENTRE,12 RUE NOTRE DAME,76220,Gournay-en-Bray,Gournay-en-Bray,2023-11-27T01:00:00+01:00,Satisfaisant,,"49.483063,1.723801",12 RUE NOTRE DAME,Restaurants,23-086346-1,88200897200011
Restaurants,THE FRENCHIE,4 RUE BON SECOURS,44000,Nantes,Nantes,2023-09-16T02:00:00+02:00,Très satisfaisant,,"47.213674,-1.553725",4 RUE BON SECOURS,Restaurants,23-073621-1,88201546400010
Producteurs fermiers,SAUTIER HANITSCH VERONIQUE,LES RIAILLES,7160,Saint-Jean-Roure,Saint-Jean-Roure,2024-06-04T02:00:00+02:00,Très satisfaisant,,"44.939466,4.446708",LES RIAILLES,Producteurs fermiers,24-043976-1,88202691700014
Restaurants,L M F D 86,4 RUE DES FRERES LUMIERE,86000,Poitiers,Poitiers,2024-01-05T01:00:00+01:00,Très satisfaisant,,"46.576943,0.373984",4 RUE DES FRERES LUMIERE,Restaurants,24-000228-1,88203929000011
Boulangerie-Pâtisserie,GALZIN,71 AV DES LAURIERS,34560,Poussan,Poussan,2024-07-02T02:00:00+02:00,Très satisfaisant,,"43.473842,3.678108",71 AV DES LAURIERS,Métiers de bouche,24-061762-1,88204476100022
Boulangerie-Pâtisserie,EMMA PATISSERIE BOULANGERIE,2 PAS DES ECOLES,44000,Nantes,Nantes,2024-04-29T02:00:00+02:00,Satisfaisant,,"47.214243,-1.561699",2 PAS DES ECOLES,Métiers de bouche,24-056927-1,88204690700029
Restaurants,MONSIEUR SUSHI,38 AV VICTOR HUGO,13100,Aix-en-Provence,Aix-en-Provence,2024-01-31T01:00:00+01:00,Satisfaisant,,"43.523612,5.446013",38 AV VICTOR HUGO,Restaurants,23-109926-1,88205613800010
Restaurants,LA PROMENADE,PROMENADE XAVIER GRALL,29930,Pont-Aven,Pont-Aven,2024-04-17T02:00:00+02:00,Très satisfaisant,,"47.856186,-3.746482",PROMENADE XAVIER GRALL,Restaurants,24-059243-1,88205807600010
Restaurants,LA PETITE FLAMME,5 PL DE LA MAIRIE,76480,Jumièges,Jumièges,2024-04-25T02:00:00+02:00,Satisfaisant,,"49.432501,0.818934",5 PL DE LA MAIRIE,Restaurants,24-055371-1,88207621900022
Autres activités de remise directe,SPEED THAI & SUSHI,45 RUE HEURTAULT,93300,Aubervilliers,Aubervilliers,2024-04-11T02:00:00+02:00,A corriger de manière urgente,,"48.915468,2.376912",45 RUE HEURTAULT,,24-025996-1,88209841100029
Restaurants,C'TROP BUN,25 RUE DAUPHINE,75006,Paris 6e  Arrondissement,Paris 6e  Arrondissement,2024-07-19T02:00:00+02:00,Très satisfaisant,,"48.855071,2.339721",25 RUE DAUPHINE,Restaurants,24-070330-1,88210372400010
Restaurants,LA CABANE A PIZZA,4 RUE DE L EPINETTE,14470,Courseulles-sur-Mer,Courseulles-sur-Mer,2024-04-16T02:00:00+02:00,Satisfaisant,,"49.330683,-0.455112",4 RUE DE L EPINETTE,Restaurants,24-060759-1,88210575200019
Restaurants,LA VILLA,20 RUE DE LA MAIRIE,17590,Saint-Clément-des-Baleines,Saint-Clément-des-Baleines,2024-06-14T02:00:00+02:00,Satisfaisant,,"46.228603,-1.541659",20 RUE DE LA MAIRIE,Restaurants,24-050082-1,88210720400019
Restaurants,LA PART DES ANGES,1 RUE DE L'EGLISE,33710,Gauriac,Gauriac,2023-08-23T02:00:00+02:00,A améliorer,,"45.063918,-0.616248",1 RUE DE L'EGLISE,Restaurants,23-068131-1,88210765900014
Restaurants,LA PART DES ANGES,1 RUE DE L'EGLISE,33710,Gauriac,Gauriac,2023-08-23T02:00:00+02:00,A améliorer,,"45.063918,-0.616248",1 RUE DE L'EGLISE,Restaurants,23-068647-1,88210765900014
Rayon pain/viennoiserie/pâtisserie,CARREFOUR MARKET,AV D'OFFENBOURG,39000,Lons-le-Saunier,Lons-le-Saunier,2024-01-04T01:00:00+01:00,Satisfaisant,,"46.677457,5.569908",AV D'OFFENBOURG,,24-051664-1,88211080200015
Restaurants,LE BOMA,4 RUE DE L ANCIENNE PRISON,76000,Rouen,Rouen,2024-02-27T01:00:00+01:00,Très satisfaisant,,"49.44366,1.088858",4 RUE DE L ANCIENNE PRISON,Restaurants,24-046725-1,88211652800010
Restaurants,LA SARDAIGNE,6 RUE JEAN DE LA FONTAINE,76600,Le Havre,Le Havre,2024-02-26T01:00:00+01:00,Satisfaisant,,"49.487788,0.112859",6 RUE JEAN DE LA FONTAINE,Restaurants,24-054762-1,88212311000018
Rayon poissonnerie,SAUDIS,51 BD DU MAL DE LATTRE DE TASSIGNY,49400,Saumur,Saumur,2023-11-14T01:00:00+01:00,Très satisfaisant,,"47.262243,-0.090993",51 BD DU MAL DE LATTRE DE TASSIGNY,Supermarchés/alimentation générale,23-094647-1,88214650900014
Rayon traiteur|Rayon boucherie-charcuterie,SAUDIS,51 BD DU MAL DE LATTRE DE TASSIGNY,49400,Saumur,Saumur,2023-11-14T01:00:00+01:00,Très satisfaisant,,"47.262243,-0.090993",51 BD DU MAL DE LATTRE DE TASSIGNY,Supermarchés/alimentation générale,23-094648-1,88214650900014
Rayon pain/viennoiserie/pâtisserie,SAUDIS,51 BD MAL DE LATTRE DE TASSIGNY,49400,Saumur,Saumur,2024-06-03T02:00:00+02:00,Très satisfaisant,,"47.262243,-0.090993",51 BD MAL DE LATTRE DE TASSIGNY,,24-042712-1,88214650900014
Rayon fromagerie,SAUDIS,51 BD MAL DE LATTRE DE TASSIGNY,49400,Saumur,Saumur,2024-06-03T02:00:00+02:00,Très satisfaisant,,"47.262243,-0.090993",51 BD MAL DE LATTRE DE TASSIGNY,Supermarchés/alimentation générale,24-042716-1,88214650900014
Restaurants,LA BOHEME MONTMARTRE,3 RUE DU MONT CENIS,75018,Paris 18e  Arrondissement,Paris 18e  Arrondissement,2024-04-11T02:00:00+02:00,Satisfaisant,,"48.892016,2.344138",3 RUE DU MONT CENIS,Restaurants,24-025609-1,88215758900020
Restaurants,L'ARC EN CIEL,96 GRANDE RUE,25560,Frasne,Frasne,2023-10-12T02:00:00+02:00,Satisfaisant,,"46.854282,6.156068",96 GRANDE RUE,Restaurants,23-083352-1,88216238100017
Rayon pain/viennoiserie/pâtisserie,PROXI SUPER,47 RTE DE L EUROPE CAMPING ACM,33930,Vendays-Montalivet,Vendays-Montalivet,2023-08-22T02:00:00+02:00,A améliorer,,"45.349091,-1.146403",47 RTE DE L EUROPE CAMPING ACM,,23-088765-1,88217442800020
Boucherie-Charcuterie,BOUCHERIE DE SAINT PIERRE,4 RUE DU GUESDON,27950,La Chapelle-Longueville,La Chapelle-Longueville,2024-03-12T01:00:00+01:00,A améliorer,,"49.119984,1.436037",4 RUE DU GUESDON,Métiers de bouche,24-020211-1,88219088700019
Restaurants,L'ORANGERIE,CRS DE VERDUN,33000,Bordeaux,Bordeaux,2024-04-17T02:00:00+02:00,Satisfaisant,,"44.849188,-0.575202",CRS DE VERDUN,Restaurants,24-052270-1,88219141400029
Restaurants,NU,93 AV LE CORBUSIER,59800,Lille,Lille,2024-02-27T01:00:00+01:00,Satisfaisant,,"50.637445,3.070526",93 AV LE CORBUSIER,Restaurants,23-110743-1,88219474900017
Restaurants,EAT LA DEFENSE,RUE CARPEAUX,92800,Puteaux,Puteaux,2024-07-09T02:00:00+02:00,Satisfaisant,,"48.893585,2.238803",RUE CARPEAUX,Restaurants,24-061648-1,88219629800013
Restaurants,PAPILLES ET NATURE,20 PL DE LA REPUBLIQUE,11370,Leucate,Leucate,2024-04-11T02:00:00+02:00,Très satisfaisant,,"42.910059,3.027153",20 PL DE LA REPUBLIQUE,Restaurants,24-040297-1,88220328400014
Libre service|Alimentation générale|Boucherie-Charcuterie,BOUCHERIE POPULAIRE,6 SQ SARAH BERNHARDT,35200,Rennes,Rennes,2024-07-05T02:00:00+02:00,Satisfaisant,,"48.091341,-1.681515",6 SQ SARAH BERNHARDT,Supermarchés/alimentation générale,24-061422-1,88220614700010
Boulangerie-Pâtisserie,AUX DELICES DE LA MARQUISE,8 AV DU MIDI,19230,Arnac-Pompadour,Arnac-Pompadour,2024-04-11T02:00:00+02:00,Satisfaisant,,"45.395679,1.379793",8 AV DU MIDI,Métiers de bouche,24-046528-1,88221770600010
Restaurants,BASILIC&CO,41 AV DU GENERAL DE GAULLE,44600,Saint-Nazaire,Saint-Nazaire,2024-02-22T01:00:00+01:00,Très satisfaisant,,"47.274058,-2.212655",41 AV DU GENERAL DE GAULLE,Restaurants,24-076959-1,88223324000010
Restaurants,LE PETIT COMMERCE,19 RUE PARLEMENT SAINT PIERRE,33000,Bordeaux,Bordeaux,2024-06-25T02:00:00+02:00,Satisfaisant,,"44.840292,-0.571227",19 RUE PARLEMENT SAINT PIERRE,Restaurants,24-061992-1,88223740700037
Traiteur|Boucherie-Charcuterie,AU COUTEAU AZTEQUE,2 PAS DU COMMERCE,85150,Les Achards,Les Achards,2024-05-22T02:00:00+02:00,Satisfaisant,,"46.618491,-1.658079",2 PAS DU COMMERCE,Métiers de bouche,24-038552-1,88223927000011
Restaurants,SO METISS,2 B RUE TURENNE,29200,Brest,Brest,2024-02-29T01:00:00+01:00,Satisfaisant,,"48.396521,-4.476983",2 B RUE TURENNE,Restaurants,24-056176-1,88224593900013
Entreposage de distribution de denrées alimentaires,THIRIET MACON,"610, Rue des Grandes teppes",71000,Mâcon,Mâcon,2024-06-11T02:00:00+02:00,Très satisfaisant,,"46.360051,4.849003","610, Rue des Grandes teppes",,24-049663-1,88224972500012
